   0.0000000000000000        280.00000000000000        600.00000000000000        600.00000000000000        600.00000000000000        600.00000000000000        600.00000000000000        600.00000000000000        600.00000000000000        600.00000000000000        280.00000000000000     
   1.9999999494757503E-004   280.00000000000000        593.84615399563393        599.88165681048304        599.99772416948758        599.99995623402958        599.99999915834667        599.99999998381440        599.99999999968873        593.84615399562790        280.00000000000000     
   3.9999998989515007E-004   280.00000000000000        587.92671853978948        599.65398622155772        599.99115674881273        599.99978783863173        599.99999511038050        599.99999989039975        599.88165680807595        587.92671853973752        280.00000000000000     
   5.9999998484272510E-004   280.00000000000000        582.23057539242052        599.32540468527225        599.97851980731730        599.99938282403457        599.99998342756680        599.99772374535587        599.65398621108579        582.23057539216916        280.00000000000000     
   7.9999997979030013E-004   280.00000000000000        576.74719579293060        598.90376827685452        599.95825272100683        599.99860341060162        599.99991343335353        599.99115551770240        599.32540465152294        576.74719579203986        280.00000000000000     
   9.9999997473787516E-004   280.00000000000000        571.46660701141013        598.39640911953825        599.92899324264306        599.99728994630266        599.99969456022995        599.97851682909300        598.90376818711252        571.46660700882796        280.00000000000000     
   1.1999999696854502E-003   280.00000000000000        566.37936088684182        597.81016943936311        599.88956003014664        599.99526445977062        599.99920210194205        599.95824638017893        598.39640891125930        566.37936088035372        280.00000000000000     
   1.3999999646330252E-003   280.00000000000000        561.47650423027460        597.15143340501220        599.83893652761651        599.99233387734216        599.99828241068815        599.92898096861268        597.81016900293105        561.47650421564310        280.00000000000000     
   1.5999999595806003E-003   280.00000000000000        556.74955097864199        596.42615689755712        599.77625610067105        599.98829293045333        599.99675758529611        599.88953798209002        597.15143256108342        556.74955094834399        280.00000000000000     
   1.7999999545281753E-003   280.00000000000000        552.19045599208221        595.63989534545658        599.70078833470734        599.98292677787401        599.99442969284053        599.83889925812286        596.42615536878350        552.19045593355008        280.00000000000000     
   1.9999999494757503E-003   280.00000000000000        547.79159039434228        594.79782975125954        599.61192641109119        599.97601336550701        599.99108456288241        599.77619620994255        595.63989272261165        547.79159028762217        280.00000000000000     
   2.1999999444233254E-003   280.00000000000000        543.54571836214166        593.90479102815800        599.50917548226937        599.96732554483606        599.98649519047490        599.70069612510724        594.79782545397950        543.54571817688611        280.00000000000000     
   2.3999999393709004E-003   280.00000000000000        539.44597527526253        592.96528275677178        599.39214197236356        599.95663296957969        599.98042478127115        599.61178955005596        593.90478426065238        539.44597496698793        280.00000000000000     
   2.5999999343184754E-003   280.00000000000000        535.48584714465312        591.98350246530185        599.26052373498669        599.94370378868405        599.97262946946432        599.50897868005336        592.96527245896846        535.48584665020053        280.00000000000000     
   2.7999999292660505E-003   280.00000000000000        531.65915124099001        590.96336152941569        599.11410100485341        599.92830615246100        599.96286073688600        599.39186667973934        591.98348725997039        531.65915047314456        280.00000000000000     
   2.9999999242136255E-003   280.00000000000000        527.96001785098690        589.90850378190430        598.95272808424750        599.91020954744317        599.95086755935824        599.26014786485905        590.96333966586690        527.96001669222107        280.00000000000000     
   3.1999999191612005E-003   280.00000000000000        524.38287309326086        588.82232291624393        598.77632570959372        599.88918597437817        599.93639830433506        599.11359868073589        589.90847307689830        524.38287138858209        280.00000000000000     
   3.3999999141087756E-003   280.00000000000000        520.92242272981161        587.70797876267568        598.58487404728010        599.86501098271276        599.91920240195998        598.95206941768618        588.82228069275311        520.92242027870725        280.00000000000000     
   3.5999999090563506E-003   280.00000000000000        517.57363691313708        586.56841251026140        598.37840627149558        599.83746457392090        599.89903180990552        598.77547660788514        587.70792178714998        517.57363346062277        280.00000000000000     
   3.7999999040039256E-003   280.00000000000000        514.33173581273047        585.40636094355943        598.15700268022908        599.80633198510577        599.87564229072711        598.58379605219704        586.56833692903331        514.33173103952004        280.00000000000000     
   3.9999998989515007E-003   280.00000000000000        511.19217606818620        584.22436975806477        597.92078530871140        599.77140436343939        599.84879451895972        598.37705642921117        585.40626221900425        511.19216958001164        280.00000000000000     
   4.1999998938990757E-003   280.00000000000000        508.15063801940693        583.02480601435639        597.66991300250470        599.73247934120388        599.81825503378798        598.15533344218090        584.22424260510434        508.15062933552832        280.00000000000000     
   4.3999998888466507E-003   280.00000000000000        505.20301366745895        581.80986978696876        597.40457691516451        599.68936152045399        599.78379705183772        597.91874446278507        583.02464433786054        505.20300220841239        280.00000000000000     
   4.5999998837942258E-003   280.00000000000000        502.34539532248829        580.58160506033687        597.12499639792611        599.64186287562416        599.74520115344319        597.66744363361488        581.80966662057119        502.34538039712828        280.00000000000000     
   4.7999998787418008E-003   280.00000000000000        499.57406489779299        579.34190992073911        596.83141525122096        599.58980308176206        599.70225585464959        597.40161739407176        580.58135250713951        499.57404568969321        280.00000000000000     
   4.9999998736893758E-003   280.00000000000000        496.88548381166066        578.09254608995991        596.52409831001808        599.53300977547133        599.65475807619259        597.12148039693773        579.34159909633752        496.88545936494171        280.00000000000000     
   5.1999998686369509E-003   280.00000000000000        494.27628346093638        576.83514784340730        596.20332833701832        599.47131875509035        599.60251351976251        596.82727178528080        578.09216706817813        494.27625266559551        280.00000000000000     
   5.3999998635845259E-003   280.00000000000000        491.74325623249439        575.57123035262191        595.86940319962332        599.40457412611943        599.54533696099520        596.51925180158230        576.83468960508480        491.74321780931450        280.00000000000000     
   5.5999998585321009E-003   280.00000000000000        489.28334702085510        574.30219748950958        595.52263330836161        599.33262839742702        599.48305246783536        596.19769870304208        575.57068073775338        489.28329950597339        280.00000000000000     
